summary,levels,products,uid,type,title,modules,main_product,title_and_summary
Azure Data Fundamentals: Explore modern data warehouse analytics in Azure,['beginner'],['azure'],learn.wwl.azure-data-fundamentals-explore-data-warehouse-analytics,learningPath,Azure Data Fundamentals: Explore modern data warehouse analytics in Azure,"['learn.wwl.examine-components-of-modern-data-warehouse', 'learn.wwl.explore-data-ingestion-azure', 'learn.wwl.explore-data-storage-processing-azure', 'learn-bizapps.get-started-with-power-bi']",azure,Azure Data Fundamentals: Explore modern data warehouse analytics in Azure Azure Data Fundamentals: Explore modern data warehouse analytics in Azure
"Learn to develop an enterprise AI strategy to create business value in financial services, including machine learning technologies, and culture.","['beginner', 'intermediate']","['azure', 'dynamics-365', 'm365']",learn.ai-business-school-financial-services,learningPath,AI business school for financial services,"['learn-wwl.ai-strategy-to-create-business-value', 'learn-wwl.ai-strategy-in-financial-services', 'learn-wwl.build-an-ai-ready-culture', 'learn-wwl.foster-ai-culture-finance', 'learn-wwl.foster-ai-culture-marketing', 'learn-wwl.foster-ai-culture-sales', 'learn-wwl.foster-ai-culture-customer-service', 'learn-wwl.responsible-ai-guiding-principles', 'learn-wwl.responsible-ai-governing-practices', 'learn-wwl.microsoft-responsible-ai-practices', 'learn-wwl.intro-to-ai-technology', 'learn-wwl.microsoft-approach-to-ai']",azure,"AI business school for financial services Learn to develop an enterprise AI strategy to create business value in financial services, including machine learning technologies, and culture."
"This learning path helps you leverage the built-in Azure services for securing app data, ensuring that only authorized services and clients have access.","['beginner', 'intermediate']","['azure', 'azure-key-vault', 'azure-storage', 'azure-cosmos-db', 'azure-synapse-analytics', 'azure-sql-database']",learn.secure-your-cloud-data,learningPath,Secure your cloud data,"['learn.introduction-to-security', 'learn.top-5-security-items-to-consider', 'learn.azure-security.configure-security-policies-to-manage-data', 'learn.azure.secure-azure-storage-account', 'learn.azure-security.configure-and-manage-azure-key-vault', 'learn.secure-azure-resources-with-rbac', 'learn.secure-your-azure-sql-database']",azure,"Secure your cloud data This learning path helps you leverage the built-in Azure services for securing app data, ensuring that only authorized services and clients have access."
Learn how to protect and harden your virtual machines in Azure,"['beginner', 'intermediate']","['azure', 'azure-clis', 'azure-portal', 'azure-virtual-machines']",learn.security.implement-host-security,learningPath,Implement virtual machine host security in Azure,"['learn.azure-well-architected-security', 'learn.azure-security.create-security-baselines', 'learn.create-linux-vm-in-azure', 'learn.create-a-windows-vm-in-azure', 'learn.secure-your-azure-virtual-machine-disks', 'learn.azure-security.secure-vms-with-security-center']",azure,Implement virtual machine host security in Azure Learn how to protect and harden your virtual machines in Azure
"In this learning path, you’ll learn how to deploy and configure Azure IaaS Virtual Machine workloads. After completing the learning path, you’ll know how to plan, deploy, and upgrade Windows Server Azure Virtual Machines.",['intermediate'],"['azure', 'azure-clis', 'azure-cloud-shell', 'azure-portal', 'azure-storage', 'azure-virtual-machines']",learn.wwl.deploy-configure-windows-server-iaas-vm,learningPath,Deploy and configure Windows Server IaaS Virtual Machine,"['learn.wwl.plan-deploy-windows-server-iaas-vms', 'learn.wwl.customize-windows-server-iaas-vm-images', 'learn.wwl.automate-configuration-of-windows-server-iaas-vms', 'learn.wwl.upgrade-migrate-windows-server-iaas-virtual-machines']",azure,"Deploy and configure Windows Server IaaS Virtual Machine In this learning path, you’ll learn how to deploy and configure Azure IaaS Virtual Machine workloads. After completing the learning path, you’ll know how to plan, deploy, and upgrade Windows Server Azure Virtual Machines."
"SQL Server now runs  on your choice of operating system. In this learning path you will discover the fundamentals of SQL Server on Linux, before discovering how to run SQL Server on Linux containers and deploy SQL Server on Linux. You will then learn how to automatically tune your SQL Server on Linux deployment.",['intermediate'],['sql-server'],learn-sqlserver.sql-server-on-linux,learningPath,SQL Server on Linux,"['learn-sqlserver.introduction-sql-server-linux', 'learn-sqlserver.deploy-sql-server-linux', 'learn-sqlserver.automatically-tune-sql-server-linux', 'learn-sqlserver.run-sql-server-2017-linux-containers']",sql,"SQL Server on Linux SQL Server now runs  on your choice of operating system. In this learning path you will discover the fundamentals of SQL Server on Linux, before discovering how to run SQL Server on Linux containers and deploy SQL Server on Linux. You will then learn how to automatically tune your SQL Server on Linux deployment."
"At Microsoft, we understand the power of technology, and that’s why we continue to innovate, create, and design in a way that gives everyone the ability to achieve more. Trainings like this learning path, which covers accessibility fundamentals, are an important and necessary part of Microsoft’s accessibility strategy to support customers of all abilities. Don’t forget to share your awards on social media after completing each module!",['beginner'],['m365'],learn.accessibility-fundamentals,learningPath,Accessibility fundamentals,"['learn.cela-disability-intro', 'learn.cela-accessibility-features', 'learn.accessible-content-m365', 'learn.digital-accessibility']",m365,"Accessibility fundamentals At Microsoft, we understand the power of technology, and that’s why we continue to innovate, create, and design in a way that gives everyone the ability to achieve more. Trainings like this learning path, which covers accessibility fundamentals, are an important and necessary part of Microsoft’s accessibility strategy to support customers of all abilities. Don’t forget to share your awards on social media after completing each module!"
Learn how to manage storage as an Azure administrators.,['beginner'],"['azure', 'azure-storage', 'azure-storage-accounts', 'azure-storage-explorer', 'azure-blob-storage', 'azure-files', 'azure-data-box-family', 'azure-virtual-machines']",learn.azure-admin-manage-storage,learningPath,Implement and manage storage for Azure administrators,"['learn.create-azure-storage-account', 'learn.choose-the-right-disk-storage-for-vm-workload', 'learn.azure.provide-disaster-recovery-replicate-storage-data', 'learn.azure.secure-azure-storage-account', 'learn.store-and-share-with-azure-files', 'learn.upload-download-and-manage-data-with-azure-storage-explorer', 'learn.azure.export-data-with-azure-import-export', 'learn.azure.move-data-with-azure-data-box', 'learn.azure.extend-share-capacity-with-azure-file-sync', 'learn.caching-and-performance-azure-storage-and-disks']",azure,Implement and manage storage for Azure administrators Learn how to manage storage as an Azure administrators.
"With this learning path, you'll use Azure Data Lake Storage to process your Big Data efficiently and easily while also being protected by Azure’s host of security features.",['beginner'],"['azure', 'azure-portal', 'azure-storage', 'azure-virtual-machines']",learn.data-ai.data-processing-with-azure-adls,learningPath,Large-Scale Data Processing with Azure Data Lake Storage Gen2,"['learn.data-ai.introduction-to-azure-data-lake-storage', 'learn.data-ai.upload-data-to-azure-data-lake-storage', 'learn.azure.secure-azure-storage-account']",azure,"Large-Scale Data Processing with Azure Data Lake Storage Gen2 With this learning path, you'll use Azure Data Lake Storage to process your Big Data efficiently and easily while also being protected by Azure’s host of security features."
"Learn how to architect a secure, flexible, network infrastructure in Azure and connect on-premises networks to your Azure resources.",['intermediate'],"['azure', 'azure-virtual-network', 'azure-expressroute', 'azure-vpn-gateway', 'azure-application-gateway', 'azure-traffic-manager']",learn.architect-network-infrastructure,learningPath,Architect network infrastructure in Azure,"['learn.connect-on-premises-network-with-vpn-gateway', 'learn.connect-on-premises-network-with-expressroute', 'learn.secure-and-isolate-with-nsg-and-service-endpoints', 'learn.integrate-vnets-with-vnet-peering', 'learn.distribute-load-with-traffic-manager', 'learn.improve-app-scalability-resiliency-with-load-balancer', 'learn.load-balance-web-traffic-with-application-gateway', 'learn.control-network-traffic-flow-with-routes', 'learn.design-ip-addressing-for-azure', 'learn.design-a-hybrid-network-architecture', 'learn.hub-and-spoke-network-architecture', 'learn.troubleshoot-azure-network-infrastructure']",azure,"Architect network infrastructure in Azure Learn how to architect a secure, flexible, network infrastructure in Azure and connect on-premises networks to your Azure resources."
